@RELATION Untitled

@ATTRIBUTE fLength	real
@ATTRIBUTE fWidth	real
@ATTRIBUTE fSize	real
@ATTRIBUTE fConc	real
@ATTRIBUTE fConc1	real
@ATTRIBUTE fAsym	real
@ATTRIBUTE fM3Long	real
@ATTRIBUTE fM3Trans	real
@ATTRIBUTE fAlpha	real
@ATTRIBUTE fDist	real
@ATTRIBUTE class	{g,h}

@DATA
23.9026,17.8605,2.4955,0.3834,0.1933,11.0952,18.7668,-17.4396,63.4582,132.013,g
40.5407,24.3492,3.0255,0.1895,0.1014,37.764,18.924,-6.4496,1.3003,157.019,g
20.1333,9.3536,2.2945,0.6345,0.4239,-2.8223,13.9261,9.61,72.8171,153.137,g
32.5748,15.0008,2.7563,0.3348,0.1814,16.1207,24.9912,-5.1209,11.958,137.527,g
35.3705,15.0417,2.7105,0.3174,0.1685,-28.5264,18.3136,-4.5924,9.3046,150.686,g
27.3482,17.7958,2.6149,0.4175,0.2585,5.7333,11.4679,15.1441,18.766,130.22,g
66.0798,20.4955,3.3085,0.1848,0.0961,53.5418,55.7708,5.2318,3.584,235.042,g
25.9699,10.1946,2.4471,0.5461,0.3449,7.9383,26.875,-8.3163,19.9874,177.1551,h
59.3778,18.3907,2.7118,0.3165,0.1738,-70.3242,-29.9143,-13.9255,8.789,256.883,g
20.5984,15.5066,2.4983,0.4794,0.2556,-0.9829,-7.6701,10.8348,9.4546,166.389,g
83.6193,39.1214,2.9829,0.1841,0.1062,-29.0865,-84.0153,28.1627,41.6742,16.4205,h
70.9368,64.3401,3.1927,0.1874,0.094,-117.764,60.5988,-45.2821,20.611,310.618,h
12.8393,11.4287,2.1599,0.7266,0.4118,15.102,-8.2459,-9.6686,5.316,146.025,g
72.7273,21.5659,2.6908,0.4211,0.3053,63.7225,72.1245,-8.4182,34.3892,109.5826,h
75.5326,29.0068,3.2583,0.3608,0.2232,34.4086,-47.649,21.1596,2.405,365.045,g
66.1569,19.6319,3.2564,0.1856,0.1011,42.6061,47.9049,5.61,5.6351,209.001,g
95.3347,27.2076,3.49,0.1641,0.0872,84.3962,87.3563,-9.6845,4.016,222.414,g
103.894,48.5205,3.2507,0.1943,0.0985,-83.8793,-82.5931,-41.1093,70.826,425.028,h
113.0663,76.9218,3.7965,0.0912,0.0602,112.1963,97.167,-53.1103,86.9145,285.9024,h
129.785,123.258,4.8501,0.0269,0.0139,0.7522,60.5648,87.2521,58.0238,220.978,g
33.8351,13.1936,2.4158,0.3455,0.1862,-52.8142,20.1504,8.7126,15.0459,217.084,g
12.4914,11.9773,2.0233,0.6919,0.3554,15.9381,-8.3772,10.7016,33.158,124.24,g
35.7498,19.0402,2.4419,0.4282,0.2456,-3.1013,7.015,-5.435,78.4116,142.7194,h
20.7115,18.0974,2.8552,0.4341,0.2617,-8.4546,-13.3082,-12.3898,45.0788,230.115,g
21.6155,6.8719,2.1055,0.698,0.3882,24.0369,11.0487,-6.5022,32.8759,248.647,g
34.8842,16.964,2.7701,0.3192,0.1604,-34.9758,-22.6911,11.5767,15.9453,122.241,g
83.6871,17.2672,2.7118,0.4175,0.2553,-98.3861,-48.3792,-17.8345,26.492,286.746,h
104.061,14.115,2.6527,0.4249,0.2436,67.0364,97.6731,-7.7866,0.091,197.501,g
138.992,24.5973,3.008,0.1964,0.0997,220.664,-139.622,7.9646,35.6855,134.842,h
23.8022,16.2389,2.3945,0.3669,0.1875,-12.8011,-10.7453,-13.8429,15.4009,207.913,g
46.3489,16.1582,2.7532,0.3636,0.188,59.8731,-28.8636,-12.4526,0.1199,209.449,g
31.4488,14.6316,2.7657,0.3791,0.193,5.7791,-26.6144,10.3662,14.121,194.79,g
22.7566,11.795,2.4158,0.5797,0.405,23.1034,16.5853,-9.3735,43.3032,171.037,g
42.5007,16.7314,3.065,0.2833,0.1468,23.0851,26.0174,13.729,0.292,205.459,g
102.855,37.4382,4.155,0.0953,0.0487,113.67,85.5771,23.92,1.037,272.216,g
58.4723,17.7199,2.9547,0.2542,0.1504,62.9969,34.5543,16.2131,42.133,256.874,h
31.79,18.2532,2.6937,0.3846,0.2217,16.8287,16.197,-8.06,13.812,206.123,g
88.6611,23.5917,3.3842,0.1866,0.0981,41.6122,91.629,11.0464,0.71,279.442,g
32.1215,20.0731,2.5927,0.2989,0.1596,35.4611,-13.9957,-15.0854,23.424,185.812,g
38.3688,15.7524,2.9501,0.3298,0.1789,9.5988,31.0955,7.6056,3.764,158.301,g
19.3169,6.0723,2.4571,0.8517,0.5951,14.7595,18.1737,-4.8309,45.3267,116.554,h
34.8949,15.5169,2.3782,0.5196,0.2766,12.1854,16.3082,17.3728,48.9159,193.7306,h
70.6168,19.7858,3.1119,0.2048,0.1101,-80.291,30.0402,-11.7257,8.372,277,g
25.1333,9.7512,2.2776,0.5066,0.3034,-12.9737,14.1166,3.4455,52.0161,203.107,g
30.4077,9.7338,2.3901,0.4562,0.2301,43.327,6.6668,11.7586,38.5799,171.75,h
32.4618,22.3051,2.8768,0.3015,0.1733,-7.9589,-25.5485,-19.5919,38.508,128.806,g
17.0052,11.2854,2.3979,0.568,0.306,-1.6498,6.6965,4.7586,52.599,169.947,g
40.8706,21.7144,3.0004,0.2308,0.1174,32.656,32.3028,19.1536,5.528,164.086,g
76.5111,14.9967,2.8454,0.2827,0.1792,-88.2238,59.5504,-11.2268,7.478,274.582,g
96.749,37.6322,3.8609,0.1545,0.0823,-107.834,27.4946,-26.8467,0.087,326.195,g
15.2955,11.9972,2.2718,0.6524,0.3824,-1.0415,1.6615,7.1066,54.997,220.126,g
127.481,37.247,3.6508,0.0976,0.0519,11.6367,134.93,-28.6922,55.7671,149.262,h
72.8278,16.3008,2.9082,0.3541,0.1934,59.3304,53.0262,-6.484,23.3547,246.8571,h
29.5024,14.0183,2.5982,0.4212,0.2308,7.4738,-10.529,8.1991,3.8455,82.6159,g
23.6038,17.9022,2.4362,0.4689,0.2656,19.3014,18.5554,-15.0722,1.699,228.875,g
40.2526,15.3646,2.8618,0.2529,0.1419,-34.0157,16.8333,-10.1782,73.9986,233.5299,h
14.1721,7.737,2.4843,0.4963,0.3027,30.2651,24.1343,-3.395,33.111,124.4584,h
36.0479,21.7253,2.9109,0.3045,0.1737,27.4456,18.4223,-15.2036,9.72,129.326,g
14.3587,10.5595,2.2995,0.4697,0.2872,0.5447,-21.2655,-10.9281,82.9011,133.4632,h
26.3201,13.6678,2.4099,0.4202,0.2121,-32.1474,-18.1186,-10.5491,0.3082,262.888,g
24.5519,15.0466,2.5434,0.4635,0.3019,-8.7048,-18.0407,-7.4007,64.279,107.234,g
68.3934,23.161,2.8109,0.3725,0.1924,-54.154,-22.6559,18.5595,7.9012,309.048,g
19.9277,7.2519,2.3395,0.7643,0.3959,-3.9818,11.1709,5.0815,70.244,189.333,h
55.7301,32.031,3.062,0.2427,0.1374,-19.8477,-52.4394,-24.2438,38.1601,239.155,h
101.501,82.7937,3.38,0.2109,0.1136,-85.88,63.6137,-52.301,33.688,308.418,h
39.7844,30.5569,3.6543,0.231,0.1231,22.2803,35.1345,-20.8751,3.374,73.2469,g
71.3453,21.9241,3.1578,0.2295,0.1165,-93.5369,49.9463,14.0603,17.108,236.35,g
91.4572,45.5227,4.2044,0.0686,0.0345,103.116,76.0204,-25.6482,1.22,210.778,g
20.9428,12.44,2.3953,0.4789,0.2596,27.4178,9.3586,9.3778,60.023,67.208,g
52.5325,9.7058,2.7181,0.377,0.1981,63.4958,35.7718,6.8325,35.3583,178.482,h
84.2564,29.1738,3.0953,0.2489,0.1289,-25.9247,57.1937,-26.013,1.605,335.621,g
26.5021,9.9703,2.3531,0.4967,0.2639,31.6869,21.3727,-7.5553,32.9272,146.984,g
35.4716,17.892,2.7551,0.2988,0.1573,7.156,-24.0317,-10.3888,20.1401,167.218,g
172.216,49.5923,3.4387,0.2123,0.1138,-79.0928,-93.4855,47.6833,14.479,258.908,h
49.2727,22.2199,3.276,0.1716,0.093,31.1037,28.2574,-12.6656,10.1168,214.872,g
155.5731,99.8859,4.55,0.0139,0.0047,72.5346,-99.744,75.8539,38.281,224.9873,h
36.9795,17.267,2.6938,0.3428,0.2117,-42.8374,-19.9605,-11.2051,83.8026,198.2992,h
49.0438,24.5865,2.5998,0.598,0.4118,-38.8131,-28.4104,-20.4156,6.2538,317.3148,h
45.1514,18.1741,2.9243,0.2786,0.1518,8.8386,-10.7427,4.5365,2.642,191.493,g
32.8294,21.0659,2.7694,0.3265,0.1828,38.4715,23.9901,-11.5174,32.43,107.769,g
66.1838,16.0713,2.549,0.4266,0.2387,-92.5322,41.734,12.0651,13.107,311.258,g
61.208,29.4298,3.529,0.1618,0.0877,30.4425,54.5215,-22.1264,11.0105,196.652,g
35.4335,17.1768,2.7566,0.3713,0.218,6.1006,29.8459,12.9883,25.724,157.738,g
38.5399,20.4511,2.7214,0.3324,0.2194,-2.0651,15.7963,-19.8976,86.2652,260.973,h
79.5533,45.0886,3.3111,0.1343,0.0672,16.3826,-76.7387,28.7473,25.4271,179.413,h
95.6728,37.2822,3.1895,0.1849,0.0979,-50.5435,50.6607,-23.7846,6.4531,309.49,g
91.6025,13.9875,3.0438,0.2803,0.146,-70.2291,65.8994,10.5203,43.096,284.879,h
87.8129,32.4592,3.6522,0.2154,0.1155,32.8172,-47.1027,10.3258,0.3878,363.262,g
25.2306,12.0043,2.4857,0.4183,0.2369,-6.5118,-16.0185,-6.3149,1.6585,72.3971,g
27.2841,15.1319,2.567,0.3767,0.2344,14.1637,16.1624,-7.6536,11.6482,241.794,g
39.9641,11.9567,2.6604,0.3388,0.2022,-28.4351,-28.1013,-2.9941,6.987,109.072,g
26.3212,11.0398,2.5011,0.5016,0.2981,6.9151,17.3958,-8.3462,6.0614,232.282,g
49.1324,22.8572,3.1209,0.2233,0.1185,27.224,33.6343,-10.5066,3.009,162.406,g
30.2838,7.9487,2.281,0.5183,0.2592,37.9863,15.1299,-5.592,9.0681,155.164,g
25.2365,15.0596,2.4857,0.4248,0.2141,35.4576,13.7201,12.1509,47.1567,49.225,g
63.2448,10.3697,2.7642,0.3219,0.1678,28.2344,33.0502,7.5099,6.61,235.973,g
21.9142,11.0413,2.3284,0.5775,0.3404,15.6196,18.8123,4.7082,68.016,121.574,h
19.9009,7.0867,2.273,0.7893,0.4133,21.1245,13.102,-4.9082,70.729,240.525,g
22.3151,13.4009,2.5431,0.5866,0.3209,0.3115,-9.8189,-14.0047,56.8004,135.8061,h
73.5568,28.7359,3.4992,0.1353,0.0689,40.5719,70.5185,-15.7186,3.062,171.525,g
97.9296,45.1758,3.7287,0.1141,0.0668,-105.159,71.59,41.8914,2.6233,254.449,g
34.969,20.997,3.0237,0.3229,0.1813,14.067,31.0741,-12.1934,4.116,151.726,g
13.2142,12.9045,2.4133,0.7413,0.388,0.0026,0.3616,-5.2325,9.197,184.239,g
52.3327,24.5651,2.3478,0.4164,0.2379,-22.7436,-64.6192,14.427,86.4925,191.2506,h
34.5932,9.9816,2.6123,0.464,0.2576,-15.6014,-29.8757,10.8064,67.5928,227.792,h
19.5747,16.8555,2.2956,0.4861,0.2557,9.8701,19.1194,10.5454,11.296,150.092,g
36.473,19.674,2.8139,0.3208,0.1665,-13.6421,-26.9115,3.117,5.3586,225.478,g
19.4204,6.6496,2.2893,0.7044,0.3957,-19.0659,-11.1689,-7.4771,46.9609,142.9199,h
28.0065,11.5181,2.4031,0.498,0.2787,25.8149,22.0606,6.377,51.967,223.162,g
297.1239,111.0237,4.0798,0.0928,0.0429,-291.9184,-269.2064,87.1154,41.3357,232.9571,h
21.5414,18.9129,2.357,0.4484,0.2352,-33.8134,18.1741,12.1865,42.731,89.2668,g
23.1475,20.0584,2.5955,0.401,0.2678,3.4453,22.5903,-15.253,81.7955,89.9973,g
18.1135,16.5305,2.0726,0.7121,0.389,20.1315,-23.9394,-12.9309,81.4983,207.6501,h
47.8082,40.0114,3.1472,0.1489,0.0773,-42.1884,-33.3275,23.1291,25.998,114.605,h
108.8346,26.4051,2.8694,0.2847,0.1531,69.5521,116.1159,-14.4754,44.04,305.4307,h
19.4671,11.0041,2.3345,0.6157,0.3356,-8.2595,17.5085,-8.6581,16.8715,143.483,g
12.6943,11.6969,2.1688,0.7119,0.3831,15.6423,-8.6033,10.2893,12.415,164.357,g
54.7308,21.4952,3.1553,0.2287,0.122,40.9583,49.3437,-8.4313,5.881,268.278,g
62.1738,21.2667,3.477,0.1827,0.0972,29.768,34.4753,-13.016,0.4862,226.498,g
100.011,33.4215,4.0373,0.1147,0.0576,-42.9197,71.0093,-7.2555,1.9529,298.428,g
23.1207,14.0498,2.6479,0.4522,0.2396,3.982,14.7351,-6.5502,22.208,143.885,g
33.8872,15.3817,2.5786,0.4011,0.215,-31.4705,20.0251,-8.7236,4.107,203.121,g
79.8079,23.1663,3.3959,0.2126,0.1115,-15.812,72.6058,11.8978,1.1324,323.819,g
56.8782,23.0935,3.1113,0.202,0.1087,69.8112,46.3001,-16.8457,8.474,221.527,g
26.2117,16.0071,2.734,0.3579,0.2149,13.1821,10.5058,-10.3963,0.9552,72.8827,g
43.2081,22.3084,3.0804,0.2102,0.1059,61.0406,24.7506,-10.2532,3.4828,169.389,g
40.7215,22.015,3.0255,0.264,0.1372,56.8696,27.6403,12.6019,4.1303,185.586,g
31.6835,27.1255,2.7955,0.2978,0.1529,13.607,21.9645,20.884,14.9066,224.871,g
29.811,10.8874,2.6526,0.4412,0.2508,-9.6388,20.32,6.5625,70.9211,127.3103,h
28.9745,10.8616,2.5441,0.44,0.2557,-18.5555,18.1993,8.1459,5.1486,168.448,g
13.5577,11.5007,2.6327,0.7844,0.4871,5.2783,15.4472,0.6898,86.9198,50.9843,h
42.302,18.6014,3.1154,0.266,0.1453,15.9651,26.2209,9.4423,20.828,184.564,g
23.091,13.4138,2.6942,0.5197,0.3084,4.2265,10.3604,-8.3245,9.3139,213.371,g
12.5018,11.9624,2.07,0.6894,0.3617,-16.3445,9.7832,-9.1553,23.711,105.819,g
85.7031,28.2402,3.7542,0.1578,0.088,-65.175,80.4978,-6.7848,0.358,265.24,g
57.5381,28.024,3.3137,0.2093,0.1304,33.3659,63.0951,-18.6801,15.563,133.939,g
112.628,79.1995,4.165,0.1266,0.0385,79.6277,79.5973,-56.5966,65.6493,358.1424,h
28.2993,9.8867,2.4793,0.5041,0.2869,6.9586,18.9368,-6.8073,71.9781,114.461,h
34.9601,19.0829,2.9098,0.2388,0.1212,7.9824,22.8122,9.3345,13.057,143.809,g
20.5056,12.823,2.3531,0.51,0.2683,9.9865,14.0662,8.7369,1.701,205.635,g
20.7336,19.0666,2.4776,0.4804,0.2612,-10.1531,9.3495,-12.5315,29.1685,60.7668,h
51.1226,19.913,2.8817,0.2758,0.1845,39.2254,40.2793,18.7924,3.888,221.634,g
37.6154,14.2861,2.5085,0.3876,0.1938,60.1222,-28.7116,-11.789,13.394,209.766,g
46.6118,23.6375,3.1575,0.263,0.1347,32.1222,39.3201,15.7178,1.0271,269.663,g
83.4719,36.2252,3.9645,0.1203,0.0613,29.332,80.8385,-25.6948,3.994,239.336,g
40.6918,12.9648,2.7493,0.4789,0.2954,14.5797,13.8019,3.2738,43.0868,134.069,h
92.4886,25.766,3.2558,0.14,0.0868,-24.0977,43.1211,19.3991,58.469,171.2535,h
32.9417,13.3494,2.4232,0.4113,0.2283,9.8005,-21.9931,12.4638,8.8499,216.467,g
21.1522,6.9475,2.1021,0.7273,0.4071,22.6715,12.7983,-6.2222,24.7311,142.054,g
23.435,10.8425,2.2577,0.5635,0.2845,-33.8096,18.3315,-8.2798,57.169,159.182,g
122.418,16.0965,3.0097,0.2474,0.1443,-193.168,88.4561,-16.4424,3.236,348.406,g
12.7246,9.0884,2.2753,0.8382,0.618,-9.919,-10.3376,9.0128,83.6171,235.895,h
13.3872,10.4586,2.2418,0.7966,0.3983,15,-0.5703,11.9009,48.4033,180.765,g
19.3993,9.2873,2.3096,0.6471,0.424,19.8807,14.3973,-3.9199,25.804,167.898,g
16.6403,5.7734,2.1857,0.7494,0.4309,13.2124,23.7453,-3.9859,4.4329,94.8949,h
59.0912,8.6399,2.2967,0.5606,0.2955,-70.4322,24.5426,-4.0434,8.94,169.925,g
16.9836,10.7925,2.2553,0.6278,0.4028,0.7126,-4.2068,7.8356,33.7063,126.62,g
23.251,17.6772,2.6048,0.4845,0.277,25.0677,21.5714,-14.7494,25.3941,244.06,h
33.3489,15.2643,2.4346,0.4265,0.2371,3.3723,-21.5264,-7.8891,43.507,44.9616,g
137.7469,109.309,3.4399,0.1535,0.0724,40.3431,-137.8268,-135.5051,80.1405,223.7682,h
108.8311,20.0206,3.3431,0.1505,0.0914,92.5337,-53.1948,-25.5589,81.1956,60.374,h
91.6874,79.9487,3.387,0.1989,0.1077,-131.304,55.2664,69.3474,51.7611,256.131,h
56.2287,29.0967,3.5475,0.1607,0.0855,58.9663,39.5737,-20.7087,7.4349,166.96,g
82.5295,21.5646,3.4733,0.2354,0.1317,59.5987,87.0154,-14.2973,2.176,247.044,g
13.1598,10.4453,2.1414,0.787,0.4874,13.1831,5.6563,-10.5963,34.5856,179.096,g
122.095,78.0849,4.3196,0.0507,0.0264,74.847,-65.0153,-59.6825,55.6274,259.109,h
69.9437,8.0844,3.0458,0.3363,0.1694,-95.1141,41.9677,-1.2723,0.0502,266.1265,h
109.012,53.269,2.9455,0.2086,0.1117,-75.3077,101.821,38.1466,8.8183,289.219,h
59.5596,17.5233,2.9757,0.2285,0.1158,27.6905,42.2197,14.2681,40.332,264.102,h
90.0067,18.334,3.206,0.1904,0.0914,50.0513,-25.7003,12.6015,51.0427,134.8266,h
19.0211,5.8521,2.357,0.8615,0.6264,13.6638,18.7067,4.8082,21.155,223.314,h
61.6736,12.497,3.1383,0.2407,0.124,16.3363,41.8048,-8.6356,14.396,119.484,h
37.398,9.3411,2.6585,0.4566,0.3019,29.8851,28.3052,-5.6481,7.915,166.488,g
21.0145,11.1854,2.3304,0.5701,0.2967,20.8796,19.3354,10.0452,3.9389,188.343,g
78.2002,23.1372,3.2357,0.2005,0.1212,57.955,86.1356,16.129,12.616,217.965,g
40.4316,10.0119,2.9407,0.2951,0.1696,41.3406,24.7242,-4.37,64.2689,235.0006,h
133.529,85.5088,3.8569,0.0822,0.0422,15.0008,75.7476,-35.4189,87.3269,382.337,h
16.4309,11.3088,2.3345,0.6204,0.3727,2.7526,-6.3198,7.4272,6.8181,210.842,g
27.1538,16.8407,2.5533,0.3888,0.1972,26.4833,20.5464,11.5446,1.692,173.936,g
34.8464,17.0481,2.5237,0.4701,0.262,21.9106,26.797,14.1093,24.113,185.467,g
18.1602,10.3203,2.2553,0.6278,0.3417,-2.3181,8.3368,-6.6033,79.697,154.535,g
63.4161,35.3313,3.2855,0.2305,0.1543,-126.2016,47.0832,-21.385,35.4344,242.1981,h
70.0891,22.8547,3.178,0.1328,0.0773,39.9608,52.7026,9.046,3.2454,226.962,g
20.8245,15.2367,2.4997,0.4494,0.2484,-0.8574,2.8524,9.1903,10.312,137.158,g
52.6746,19.8682,2.8745,0.2203,0.1132,-78.4584,-40.0201,-4.3654,3.9891,198.4444,h
52.719,18.9834,2.608,0.3453,0.2059,-39.271,19.4024,9.8847,6.3642,174.436,g
69.1062,26.4615,3.0156,0.1495,0.0767,-13.777,-23.6209,17.6167,9.783,172.123,g
39.558,18.4668,2.7566,0.3012,0.2093,-0.2109,-33.1858,-12.5149,3.443,196.863,g
48.158,14.8748,2.4346,0.4265,0.2298,32.3106,34.6064,-13.9092,20.997,227.967,g
77.4178,26.4332,3.1074,0.1773,0.0941,-163.214,71.5944,17.2717,1.357,258.131,g
19.775,17.6141,2.5198,0.4955,0.2885,2.272,-13.0171,17.4728,12.734,135.079,h
46.8245,24.7114,3.0652,0.2608,0.1622,23.5561,-10.697,18.9676,9.77,179.865,g
225.453,56.7446,3.4401,0.1375,0.0771,-201.3496,-94.144,53.4716,88.0696,256.8955,h
87.9333,70.2379,3.1797,0.2896,0.159,-98.4032,53.8995,-67.0434,42.493,260.422,h
64.447,23.9931,2.932,0.2105,0.1129,13.5815,48.0032,-15.7948,18.364,120.433,g
44.8892,16.1803,2.5815,0.3958,0.2163,40.6298,-13.8512,-4.9309,15.1543,196.302,g
25.0758,15.8299,2.5139,0.4257,0.2251,36.0418,-10.8532,11.329,80.2386,161.632,g
28.1738,12.4763,2.2867,0.4548,0.2403,18.9337,17.1102,7.3648,10.8918,261.431,g
18.8943,15.4488,2.3757,0.56,0.3347,18.0703,19.4668,6.387,2.707,214.564,g
23.0476,16.8067,2.4819,0.4573,0.2385,-30.1643,-9.3611,14.827,0.8687,251.14,h
30.3621,11.6582,2.5629,0.4761,0.2586,16.6826,14.5422,-11.4294,9.991,244.256,g
22.6437,8.678,2.2923,0.6786,0.3648,26.6655,7.5747,9.1655,21.399,206.788,g
27.0994,10.6958,2.4969,0.4841,0.2723,8.453,15.2155,7.4016,1.5977,145.424,g
76.1339,24.7208,2.5416,0.319,0.1739,21.0501,-38.5857,13.7467,49.9476,217.869,h
22.6959,15.7024,2.4749,0.5528,0.3199,24.0131,13.8633,-13.8479,13.3733,181.641,g
60.4645,12.3819,2.896,0.2795,0.1493,-26.1162,19.9717,9.6902,88.9954,130.889,h
38.2736,17.2842,2.7451,0.2608,0.1466,39.1278,8.7,14.2626,0.4229,188.455,g
20.1095,10.7264,2.5165,0.6575,0.3333,-24.0972,-11.2912,-9.9808,13.961,186.873,g
30.3022,10.9742,2.3627,0.5813,0.3883,24.0996,25.7268,10.2649,36.929,249.363,g
92.1053,50.6686,3.6836,0.1256,0.0668,29.7881,82.9054,63.8998,6.5297,271.79,g
21.1612,6.9873,2.0626,0.7186,0.3939,-23.2157,-12.0341,-6.2376,52.3913,45.2924,g
29.4909,15.9736,2.3729,0.3814,0.214,19.0542,27.7684,8.4907,25.4027,134.164,g
21.0981,10.0481,2.2989,0.5829,0.3492,-3.3794,15.455,8.6319,66.57,73.1529,g
30.4808,28.0867,2.82,0.2132,0.1048,37.8499,28.0849,24.9483,41.3919,224.0925,h
18.3905,18.1715,2.3493,0.4922,0.2573,16.5788,15.8702,11.6801,60.2553,96.2171,g
20.9226,11.8901,2.3163,0.6363,0.3342,-19.6414,18.7334,-13.4569,18.4342,38.5092,h
26.6684,19.6904,2.5313,0.4048,0.2036,-1.3971,-32.6844,15.6223,80.8926,228.5077,h
78.6022,16.852,3.0445,0.2735,0.144,17.914,69.495,-19.1926,43.552,208.574,h
63.6936,25.9812,2.9976,0.2273,0.1232,-76.4985,54.3458,-21.9607,2.844,285.506,h
19.8047,9.2711,2.2593,0.6108,0.3131,3.9922,-1.4499,7.2162,70.7052,177.7763,h
30.5311,12.69,2.4014,0.4246,0.2361,-26.5669,-19.5461,9.5883,1.3823,243.46,g
18.6873,13.5389,2.4014,0.7262,0.375,22.8294,-10.7944,9.7581,34.0054,125.49,g
94.0846,28.411,3.3726,0.2188,0.1338,-74.6473,53.6289,-23.7443,2.9371,285.172,g
31.3831,8.894,2.6484,0.5146,0.3404,-5.9901,22.649,5.7042,20.208,55.8071,h
72.0069,21.5892,3.3841,0.1924,0.1059,27.066,47.274,-13.504,3.422,236.244,g
37.0734,19.0059,2.9006,0.2313,0.1201,4.5659,22.914,-9.098,20.7994,183.389,g
19.2814,14.4914,2.3064,0.5235,0.3136,-6.0002,16.7003,0.1864,33.6702,46.8615,g
68.4217,19.7064,2.7566,0.3748,0.1988,58.1655,61.5847,-10.8613,13.5339,286.522,g
13.2962,10.0478,2.2844,0.8104,0.5013,-12.8344,-7.4811,-11.0855,30.9608,225.772,h
75.0807,43.9814,3.0382,0.1484,0.0829,29.0072,33.8148,37.0681,62.474,203.741,h
21.128,20.7243,2.6693,0.3662,0.1874,24.1939,10.5553,8.7173,1.3953,206.647,g
32.6311,13.4123,2.4082,0.3984,0.2051,24.8993,14.7668,-11.6975,14.8675,224.409,g
113.486,32.2434,3.4706,0.1645,0.0882,-72.1478,64.421,-16.8485,1.2941,327.433,g
22.7203,10.1826,2.4281,0.5672,0.3041,-30.7763,15.115,-6.2829,12.9105,152.557,g
34.8773,10.9165,2.7528,0.417,0.2677,31.9997,25.0411,-7.3443,34.4381,86.954,h
20.47,19.9695,2.3086,0.457,0.2482,15.4241,19.5763,15.8197,63.4398,211.318,g
19.7327,7.409,2.1021,0.7194,0.4229,0.4781,-5.253,-5.0183,89.3153,98.6568,g
83.2633,13.5806,3.1222,0.2415,0.1219,-33.4722,50.779,6.4923,11.772,280.581,h
38.0437,21.9132,2.8624,0.2924,0.1682,14.6147,39.3731,-18.5477,14.454,193.068,g
23.2925,11.8514,2.4639,0.5223,0.3729,-7.9635,-17.003,-9.2985,88.8305,37.3543,g
42.0829,11.5649,2.866,0.3921,0.2457,16.5901,36.3378,-8.451,18.539,239.752,h
35.6777,16.7426,2.5922,0.422,0.2852,10.7343,26.7252,12.1918,0.789,190.688,g
35.225,18.2119,2.902,0.287,0.166,27.6093,25.4402,8.548,27.2776,168.34,g
25.4748,16.7252,2.4829,0.5066,0.3174,-7.8774,-19.3421,-14.3531,47.2952,156.579,h
26.503,11.6146,2.4914,0.4419,0.2694,-33.6594,-14.4753,7.1181,30.148,99.3175,g
201.09,82.5347,3.9952,0.0987,0.0531,-224.515,-188.032,-59.7038,73.6304,340.516,h
204.3035,33.0586,2.9113,0.4168,0.2006,-276.8136,153.2959,17.748,49.3124,134.7812,h
36.2174,17.4475,2.8041,0.3454,0.1939,20.3095,24.7243,9.5885,3.713,202.864,g
62.1149,22.0752,2.846,0.4376,0.2815,36.4973,64.601,-18.5252,22.76,227.69,g
46.2432,24.7377,3.1988,0.1784,0.0902,14.4669,-8.5865,6.0027,8.99,172.386,g
67.9645,12.9553,2.8639,0.3502,0.1963,28.844,71.8958,3.5926,10.2801,234.708,g
32.3195,23.9338,2.9976,0.2946,0.1473,22.4867,33.8492,6.3433,42.879,56.6868,g
33.7228,18.2951,3.0639,0.2676,0.1394,32.5576,18.3456,-4.4196,11.0782,94.1792,g
25.9323,17.9622,2.7462,0.3964,0.2377,11.4111,-14.6894,-13.9478,50.082,260.99,g
19.3124,9.6364,2.3598,0.6288,0.3341,23.3032,10.5409,5.348,71.3695,220.908,h
57.604,24.2308,2.8675,0.2524,0.1309,9.4981,28.327,17.036,81.42,210.691,h
27.8673,16.6744,2.6212,0.3373,0.1734,-29.7214,-8.9236,-14.2996,21.151,192.59,g
12.8979,11.4031,2.1089,0.7393,0.3774,15.0476,-4.3601,11.7061,20.3136,62.7772,g
93.8895,46.4801,3.5995,0.2615,0.1701,14.5211,49.1538,-42.82,15.2121,341.5698,h
29.6381,16.5301,2.9496,0.2345,0.1847,20.7106,16.7805,-17.3743,66.843,199.6018,h
21.3875,16.9618,2.7046,0.4186,0.2182,-21.8115,-13.2942,-10.2384,0.8245,194.478,g
61.0521,52.4718,3.4939,0.2405,0.1493,-11.5233,35.4985,-34.9921,7.181,326.479,g
136.3685,95.3572,3.6573,0.0976,0.0464,90.2576,105.0176,64.9429,25.7463,48.812,h
29.5667,6.472,2.5224,0.5736,0.3078,-11.1161,-14.5393,3.8718,10.119,170.068,g
59.396,20.6391,2.3927,0.5263,0.2652,-65.3947,-51.2413,-17.5809,37.841,450.402,g
60.0211,11.574,2.8299,0.3669,0.2152,-51.2201,7.1836,-8.3394,78.666,221.038,h
21.8131,11.6784,2.3107,0.5477,0.3301,25.6337,12.2768,10.1779,26.743,103.794,h
28.9235,13.424,2.5472,0.4113,0.234,20.0979,22.1078,-5.4731,16.859,243.209,g
19.9589,7.3244,2.1538,0.7439,0.4035,-2.5303,9.5411,-5.2097,12.9273,209.314,g
67.2561,22.7657,3.3872,0.1915,0.0986,54.9154,60.9973,13.4807,4.6353,265.661,g
